tracking_event_id,shipment_id,event_timestamp,event_type,event_location,latitude,longitude,event_source,event_payload,created_at
263,42,2026-03-17T06:14:03+00:00,out_for_delivery,Toulouse,46.077153,-1.081957,tms,"{""shipment_id"": 42, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2026-03-17T06:17:03+00:00
264,42,2026-03-17T09:20:15+00:00,delivered,Toulouse,47.439912,-7.275971,tms,"{""shipment_id"": 42, ""status"": ""delivered"", ""source_quality"": ""low""}",2026-03-17T09:25:15+00:00
265,43,2025-12-19T17:20:44+00:00,created,Hub 01,45.001211,2.21655,manual,"{""shipment_id"": 43, ""status"": ""created"", ""source_quality"": ""high""}",2025-12-19T17:26:44+00:00
266,43,2025-12-19T19:04:56+00:00,picked_up,Hub 16,44.725705,-1.48401,iot_gateway,"{""shipment_id"": 43, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-12-19T19:05:56+00:00
267,43,2025-12-19T21:11:08+00:00,departed_warehouse,Hub 16,44.112296,12.318994,mobile_app,"{""shipment_id"": 43, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-12-19T21:19:08+00:00
268,43,2025-12-20T01:40:20+00:00,in_transit,Hub 12,52.016503,-7.77864,iot_gateway,"{""shipment_id"": 43, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-12-20T01:45:20+00:00
269,43,2025-12-20T03:35:32+00:00,arrived_hub,Hub 13,38.342157,4.472181,mobile_app,"{""shipment_id"": 43, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-12-20T03:42:32+00:00
270,43,2025-12-20T06:29:44+00:00,out_for_delivery,Toulouse,50.791973,-2.938258,manual,"{""shipment_id"": 43, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-12-20T06:34:44+00:00
271,43,2025-12-20T10:49:56+00:00,delivered,Toulouse,42.85705,-8.910936,carrier_api,"{""shipment_id"": 43, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-12-20T10:57:56+00:00
272,44,2025-10-25T18:14:20+00:00,created,Hub 16,38.769286,-0.963119,carrier_api,"{""shipment_id"": 44, ""status"": ""created"", ""source_quality"": ""medium""}",2025-10-25T18:16:20+00:00
273,44,2025-10-25T19:02:56+00:00,picked_up,Hub 22,50.73367,5.754158,tms,"{""shipment_id"": 44, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-10-25T19:08:56+00:00
274,44,2025-10-25T22:15:32+00:00,departed_warehouse,Hub 19,39.979038,-6.450169,manual,"{""shipment_id"": 44, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-10-25T22:23:32+00:00
275,44,2025-10-26T01:25:08+00:00,in_transit,Hub 07,44.505408,-1.512879,manual,"{""shipment_id"": 44, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-10-26T01:26:08+00:00
276,44,2025-10-26T01:52:44+00:00,arrived_hub,Hub 19,52.01863,-6.967605,iot_gateway,"{""shipment_id"": 44, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-10-26T01:56:44+00:00
277,44,2025-10-26T05:12:20+00:00,out_for_delivery,Lisbon,37.363423,5.275701,manual,"{""shipment_id"": 44, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-10-26T05:21:20+00:00
278,44,2025-10-26T06:12:56+00:00,delivered,Lisbon,51.309844,-2.504401,iot_gateway,"{""shipment_id"": 44, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-10-26T06:14:56+00:00
279,45,2025-09-23T02:18:59+00:00,created,Hub 18,39.300335,-2.342375,iot_gateway,"{""shipment_id"": 45, ""status"": ""created"", ""source_quality"": ""low""}",2025-09-23T02:26:59+00:00
280,45,2025-09-23T03:55:11+00:00,picked_up,Hub 16,37.472025,3.744356,manual,"{""shipment_id"": 45, ""status"": ""picked_up"", ""source_quality"": ""high""}",2025-09-23T04:03:11+00:00
281,45,2025-09-23T06:33:23+00:00,departed_warehouse,Hub 12,52.071532,8.451323,mobile_app,"{""shipment_id"": 45, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-09-23T06:39:23+00:00
282,45,2025-09-23T10:39:35+00:00,in_transit,Hub 19,51.501252,-0.097259,mobile_app,"{""shipment_id"": 45, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-09-23T10:45:35+00:00
283,45,2025-09-23T12:25:47+00:00,arrived_hub,Hub 06,38.626352,-0.746357,carrier_api,"{""shipment_id"": 45, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-09-23T12:29:47+00:00
284,45,2025-09-23T14:51:59+00:00,out_for_delivery,Toulouse,51.202354,13.903792,tms,"{""shipment_id"": 45, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-09-23T14:53:59+00:00
285,45,2025-09-23T16:50:11+00:00,delivered,Toulouse,38.592759,3.763186,iot_gateway,"{""shipment_id"": 45, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-09-23T16:55:11+00:00
286,46,2026-01-03T03:22:50+00:00,created,Hub 11,49.854154,-3.381327,carrier_api,"{""shipment_id"": 46, ""status"": ""created"", ""source_quality"": ""high""}",2026-01-03T03:29:50+00:00
287,46,2026-01-03T05:55:44+00:00,picked_up,Hub 06,51.800353,-1.028725,carrier_api,"{""shipment_id"": 46, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2026-01-03T06:01:44+00:00
288,46,2026-01-03T09:18:38+00:00,departed_warehouse,Hub 02,48.321556,-5.330939,mobile_app,"{""shipment_id"": 46, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2026-01-03T09:20:38+00:00
289,46,2026-01-03T12:13:32+00:00,in_transit,Hub 12,50.571264,-3.396093,carrier_api,"{""shipment_id"": 46, ""status"": ""in_transit"", ""source_quality"": ""high""}",2026-01-03T12:19:32+00:00
290,46,2026-01-03T14:53:26+00:00,arrived_hub,Hub 20,37.866689,-3.712798,carrier_api,"{""shipment_id"": 46, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2026-01-03T15:00:26+00:00
291,46,2026-01-03T19:05:20+00:00,out_for_delivery,Frankfurt,45.448317,11.03072,manual,"{""shipment_id"": 46, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2026-01-03T19:11:20+00:00
292,46,2026-01-03T21:57:14+00:00,delivered,Frankfurt,41.086588,12.029081,manual,"{""shipment_id"": 46, ""status"": ""delivered"", ""source_quality"": ""medium""}",2026-01-03T22:00:14+00:00
293,47,2025-04-07T16:53:33+00:00,created,Hub 21,41.574219,-5.696193,tms,"{""shipment_id"": 47, ""status"": ""created"", ""source_quality"": ""medium""}",2025-04-07T16:57:33+00:00
294,47,2025-04-07T20:16:27+00:00,picked_up,Hub 07,50.931064,5.30407,tms,"{""shipment_id"": 47, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-04-07T20:23:27+00:00
295,47,2025-04-07T23:23:21+00:00,departed_warehouse,Hub 03,51.594553,5.026114,mobile_app,"{""shipment_id"": 47, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-04-07T23:31:21+00:00
296,47,2025-04-08T01:06:15+00:00,in_transit,Hub 13,46.601761,-4.224662,mobile_app,"{""shipment_id"": 47, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-04-08T01:14:15+00:00
297,47,2025-04-08T05:46:09+00:00,arrived_hub,Hub 18,36.055068,-2.8527,manual,"{""shipment_id"": 47, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-04-08T05:49:09+00:00
298,47,2025-04-08T09:52:03+00:00,out_for_delivery,Frankfurt,37.937876,-5.15002,mobile_app,"{""shipment_id"": 47, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-04-08T09:57:03+00:00
299,47,2025-04-08T11:05:57+00:00,delivered,Frankfurt,47.693753,-1.286897,mobile_app,"{""shipment_id"": 47, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-04-08T11:14:57+00:00
300,48,2025-02-24T08:58:56+00:00,created,Hub 13,51.424529,13.419795,mobile_app,"{""shipment_id"": 48, ""status"": ""created"", ""source_quality"": ""medium""}",2025-02-24T08:59:56+00:00
301,48,2025-02-24T20:32:14+00:00,picked_up,Hub 23,41.059454,1.75426,carrier_api,"{""shipment_id"": 48, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-02-24T20:36:14+00:00
302,48,2025-02-25T04:12:32+00:00,departed_warehouse,Hub 09,36.816875,7.797012,mobile_app,"{""shipment_id"": 48, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-02-25T04:20:32+00:00
303,48,2025-02-25T14:51:50+00:00,in_transit,Hub 13,41.027575,-5.706455,carrier_api,"{""shipment_id"": 48, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-02-25T14:58:50+00:00
304,48,2025-02-26T00:58:08+00:00,arrived_hub,Hub 10,45.967578,8.638295,tms,"{""shipment_id"": 48, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-02-26T01:00:08+00:00
305,48,2025-02-26T10:31:26+00:00,out_for_delivery,Amsterdam,37.160529,-8.593644,mobile_app,"{""shipment_id"": 48, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-02-26T10:35:26+00:00
306,48,2025-02-26T20:27:44+00:00,delivered,Amsterdam,36.229665,6.514262,manual,"{""shipment_id"": 48, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-02-26T20:31:44+00:00
307,49,2026-01-14T03:14:58+00:00,created,Hub 21,40.200979,-2.94273,mobile_app,"{""shipment_id"": 49, ""status"": ""created"", ""source_quality"": ""medium""}",2026-01-14T03:21:58+00:00
308,49,2026-01-14T18:13:40+00:00,picked_up,Hub 13,38.330869,8.382409,tms,"{""shipment_id"": 49, ""status"": ""picked_up"", ""source_quality"": ""high""}",2026-01-14T18:21:40+00:00
309,49,2026-01-15T09:25:22+00:00,departed_warehouse,Hub 13,38.739481,10.178791,carrier_api,"{""shipment_id"": 49, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2026-01-15T09:27:22+00:00
310,49,2026-01-16T01:05:04+00:00,in_transit,Hub 08,41.067697,13.83237,iot_gateway,"{""shipment_id"": 49, ""status"": ""in_transit"", ""source_quality"": ""high""}",2026-01-16T01:13:04+00:00
311,49,2026-01-16T15:59:46+00:00,arrived_hub,Hub 05,44.508341,9.585432,mobile_app,"{""shipment_id"": 49, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2026-01-16T16:04:46+00:00
312,49,2026-01-17T07:01:28+00:00,out_for_delivery,Porto,49.425891,-7.783243,iot_gateway,"{""shipment_id"": 49, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2026-01-17T07:06:28+00:00
313,49,2026-01-17T21:11:10+00:00,delivered,Porto,45.141219,5.993052,mobile_app,"{""shipment_id"": 49, ""status"": ""delivered"", ""source_quality"": ""medium""}",2026-01-17T21:18:10+00:00
314,50,2026-03-25T15:02:28+00:00,created,Hub 10,52.982151,6.956655,iot_gateway,"{""shipment_id"": 50, ""status"": ""created"", ""source_quality"": ""medium""}",2026-03-25T15:09:28+00:00
315,50,2026-03-25T22:29:40+00:00,picked_up,Hub 14,40.559886,-6.140896,tms,"{""shipment_id"": 50, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2026-03-25T22:35:40+00:00
316,50,2026-03-26T05:53:52+00:00,departed_warehouse,Hub 15,42.507797,2.133657,iot_gateway,"{""shipment_id"": 50, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2026-03-26T06:01:52+00:00
317,50,2026-03-26T12:14:04+00:00,in_transit,Hub 11,41.45004,4.747241,tms,"{""shipment_id"": 50, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2026-03-26T12:19:04+00:00
318,50,2026-03-26T18:09:16+00:00,arrived_hub,Hub 09,42.29963,-7.492362,mobile_app,"{""shipment_id"": 50, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2026-03-26T18:18:16+00:00
319,50,2026-03-27T02:09:28+00:00,out_for_delivery,Braga,40.780733,-7.916477,carrier_api,"{""shipment_id"": 50, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2026-03-27T02:15:28+00:00
320,50,2026-03-27T09:31:40+00:00,delivered,Braga,47.76046,8.315414,manual,"{""shipment_id"": 50, ""status"": ""delivered"", ""source_quality"": ""low""}",2026-03-27T09:33:40+00:00
321,51,2026-04-23T17:27:50+00:00,created,Hub 19,45.673081,-2.786997,carrier_api,"{""shipment_id"": 51, ""status"": ""created"", ""source_quality"": ""low""}",2026-04-23T17:29:50+00:00
322,51,2026-04-23T19:38:02+00:00,picked_up,Hub 19,40.063904,-3.607226,tms,"{""shipment_id"": 51, ""status"": ""picked_up"", ""source_quality"": ""high""}",2026-04-23T19:40:02+00:00
323,51,2026-04-23T23:33:14+00:00,departed_warehouse,Hub 15,43.16726,-4.177293,tms,"{""shipment_id"": 51, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2026-04-23T23:39:14+00:00
324,51,2026-04-24T04:15:26+00:00,in_transit,Hub 07,38.992471,2.571116,mobile_app,"{""shipment_id"": 51, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2026-04-24T04:23:26+00:00
325,51,2026-04-24T04:16:38+00:00,arrived_hub,Hub 02,43.45654,-7.319635,mobile_app,"{""shipment_id"": 51, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2026-04-24T04:17:38+00:00
326,51,2026-04-24T09:12:50+00:00,out_for_delivery,Toulouse,41.786007,7.465649,carrier_api,"{""shipment_id"": 51, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2026-04-24T09:16:50+00:00
327,51,2026-04-24T11:09:02+00:00,delivered,Toulouse,44.225078,4.161341,tms,"{""shipment_id"": 51, ""status"": ""delivered"", ""source_quality"": ""high""}",2026-04-24T11:10:02+00:00
328,52,2026-04-20T19:03:12+00:00,created,Hub 23,44.07798,5.13192,carrier_api,"{""shipment_id"": 52, ""status"": ""created"", ""source_quality"": ""low""}",2026-04-20T19:04:12+00:00
329,52,2026-04-21T06:26:48+00:00,cancelled,Hub 07,48.461708,-3.615712,iot_gateway,"{""shipment_id"": 52, ""status"": ""cancelled"", ""source_quality"": ""high""}",2026-04-21T06:30:48+00:00
330,53,2025-04-29T14:54:07+00:00,created,Hub 16,42.171277,13.682875,carrier_api,"{""shipment_id"": 53, ""status"": ""created"", ""source_quality"": ""medium""}",2025-04-29T15:01:07+00:00
331,53,2025-04-29T18:14:01+00:00,picked_up,Hub 20,37.324618,-4.055443,tms,"{""shipment_id"": 53, ""status"": ""picked_up"", ""source_quality"": ""high""}",2025-04-29T18:23:01+00:00
332,53,2025-04-29T21:17:55+00:00,departed_warehouse,Hub 23,51.886363,0.353273,manual,"{""shipment_id"": 53, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-04-29T21:24:55+00:00
333,53,2025-04-29T23:16:49+00:00,in_transit,Hub 04,37.826475,10.867029,manual,"{""shipment_id"": 53, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-04-29T23:20:49+00:00
334,53,2025-04-30T01:46:43+00:00,arrived_hub,Hub 10,51.44046,11.999632,mobile_app,"{""shipment_id"": 53, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-04-30T01:48:43+00:00
335,53,2025-04-30T05:40:37+00:00,out_for_delivery,Frankfurt,43.469655,-7.408774,carrier_api,"{""shipment_id"": 53, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-04-30T05:44:37+00:00
336,53,2025-04-30T08:05:31+00:00,delivered,Frankfurt,44.066821,12.471025,tms,"{""shipment_id"": 53, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-04-30T08:07:31+00:00
337,54,2025-06-30T20:14:12+00:00,created,Hub 09,39.580093,14.258453,mobile_app,"{""shipment_id"": 54, ""status"": ""created"", ""source_quality"": ""high""}",2025-06-30T20:21:12+00:00
338,54,2025-07-01T13:00:24+00:00,cancelled,Hub 02,50.982722,-5.881787,carrier_api,"{""shipment_id"": 54, ""status"": ""cancelled"", ""source_quality"": ""medium""}",2025-07-01T13:08:24+00:00
339,55,2025-02-14T18:52:31+00:00,created,Hub 09,50.349255,2.726831,tms,"{""shipment_id"": 55, ""status"": ""created"", ""source_quality"": ""high""}",2025-02-14T18:55:31+00:00
340,55,2025-02-14T20:22:13+00:00,picked_up,Hub 11,40.69703,3.749544,mobile_app,"{""shipment_id"": 55, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-02-14T20:23:13+00:00
341,55,2025-02-14T22:22:55+00:00,departed_warehouse,Hub 04,42.082584,8.641105,carrier_api,"{""shipment_id"": 55, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-02-14T22:26:55+00:00
342,55,2025-02-14T23:49:37+00:00,in_transit,Hub 20,40.635063,-6.051043,carrier_api,"{""shipment_id"": 55, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-02-14T23:57:37+00:00
343,55,2025-02-15T01:35:19+00:00,arrived_hub,Hub 02,51.232618,-3.051188,iot_gateway,"{""shipment_id"": 55, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-02-15T01:38:19+00:00
344,55,2025-02-15T02:12:01+00:00,out_for_delivery,Rotterdam,42.914376,-5.921405,tms,"{""shipment_id"": 55, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2025-02-15T02:21:01+00:00
345,55,2025-02-15T03:55:43+00:00,delivered,Rotterdam,36.449418,7.730878,iot_gateway,"{""shipment_id"": 55, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-02-15T04:00:43+00:00
346,56,2025-01-06T12:22:20+00:00,created,Hub 16,38.902234,3.652367,iot_gateway,"{""shipment_id"": 56, ""status"": ""created"", ""source_quality"": ""high""}",2025-01-06T12:26:20+00:00
347,56,2025-01-06T15:13:26+00:00,picked_up,Hub 16,39.128932,-5.560552,mobile_app,"{""shipment_id"": 56, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-01-06T15:17:26+00:00
348,56,2025-01-06T18:42:32+00:00,departed_warehouse,Hub 13,50.582604,7.958169,iot_gateway,"{""shipment_id"": 56, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-01-06T18:51:32+00:00
349,56,2025-01-06T19:00:38+00:00,in_transit,Hub 09,50.258294,7.38603,iot_gateway,"{""shipment_id"": 56, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-01-06T19:04:38+00:00
350,56,2025-01-06T23:19:44+00:00,arrived_hub,Hub 21,40.783206,0.722038,manual,"{""shipment_id"": 56, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-01-06T23:25:44+00:00
351,56,2025-01-07T00:14:50+00:00,out_for_delivery,Hamburg,51.535072,-3.501679,iot_gateway,"{""shipment_id"": 56, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2025-01-07T00:15:50+00:00
352,56,2025-01-07T04:24:56+00:00,delivered,Hamburg,42.840622,11.225696,iot_gateway,"{""shipment_id"": 56, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-01-07T04:25:56+00:00
353,57,2025-11-12T13:59:06+00:00,created,Hub 22,40.817341,-6.060417,tms,"{""shipment_id"": 57, ""status"": ""created"", ""source_quality"": ""medium""}",2025-11-12T14:06:06+00:00
354,57,2025-11-12T17:46:06+00:00,picked_up,Hub 19,40.052474,8.632228,iot_gateway,"{""shipment_id"": 57, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-11-12T17:55:06+00:00
355,57,2025-11-12T19:03:06+00:00,departed_warehouse,Hub 14,50.780142,11.439114,carrier_api,"{""shipment_id"": 57, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2025-11-12T19:04:06+00:00
356,57,2025-11-12T21:15:06+00:00,in_transit,Hub 14,37.463422,1.344432,mobile_app,"{""shipment_id"": 57, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-11-12T21:18:06+00:00
357,57,2025-11-13T00:40:06+00:00,arrived_hub,Hub 11,42.225262,-6.968694,mobile_app,"{""shipment_id"": 57, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-11-13T00:44:06+00:00
358,57,2025-11-13T02:37:06+00:00,out_for_delivery,Frankfurt,36.049773,14.667367,tms,"{""shipment_id"": 57, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-11-13T02:46:06+00:00
359,57,2025-11-13T06:47:06+00:00,delivered,Frankfurt,36.041954,-6.2167,iot_gateway,"{""shipment_id"": 57, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-11-13T06:56:06+00:00
360,58,2025-08-27T13:29:27+00:00,created,Hub 13,51.588559,12.845742,tms,"{""shipment_id"": 58, ""status"": ""created"", ""source_quality"": ""medium""}",2025-08-27T13:33:27+00:00
361,58,2025-08-27T15:24:09+00:00,picked_up,Hub 07,49.925961,-1.232823,manual,"{""shipment_id"": 58, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-08-27T15:32:09+00:00
362,58,2025-08-27T16:41:51+00:00,departed_warehouse,Hub 15,50.146152,-7.167877,mobile_app,"{""shipment_id"": 58, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-08-27T16:42:51+00:00
363,58,2025-08-27T16:33:33+00:00,in_transit,Hub 19,38.600132,6.733965,manual,"{""shipment_id"": 58, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-08-27T16:38:33+00:00
364,58,2025-08-27T18:50:15+00:00,arrived_hub,Hub 12,50.018793,11.292461,manual,"{""shipment_id"": 58, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-08-27T18:51:15+00:00
365,58,2025-08-27T20:43:57+00:00,out_for_delivery,Rotterdam,38.085312,-2.871956,manual,"{""shipment_id"": 58, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-08-27T20:45:57+00:00
366,58,2025-08-27T21:18:39+00:00,delivered,Rotterdam,39.259039,9.963873,tms,"{""shipment_id"": 58, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-08-27T21:24:39+00:00
367,59,2025-12-25T22:26:52+00:00,created,Hub 22,36.766784,10.396186,carrier_api,"{""shipment_id"": 59, ""status"": ""created"", ""source_quality"": ""low""}",2025-12-25T22:28:52+00:00
368,59,2025-12-25T23:38:28+00:00,picked_up,Hub 20,36.591741,5.354526,tms,"{""shipment_id"": 59, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-12-25T23:41:28+00:00
369,59,2025-12-26T02:31:04+00:00,departed_warehouse,Hub 15,46.150957,-5.857422,mobile_app,"{""shipment_id"": 59, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-12-26T02:37:04+00:00
370,59,2025-12-26T04:43:40+00:00,in_transit,Hub 19,40.567924,13.248882,mobile_app,"{""shipment_id"": 59, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-12-26T04:49:40+00:00
371,59,2025-12-26T05:49:16+00:00,arrived_hub,Hub 11,40.041864,-0.933529,mobile_app,"{""shipment_id"": 59, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-12-26T05:54:16+00:00
372,59,2025-12-26T07:14:52+00:00,out_for_delivery,Lisbon,36.569869,-5.984078,tms,"{""shipment_id"": 59, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-12-26T07:20:52+00:00
373,59,2025-12-26T09:36:28+00:00,delivered,Lisbon,49.644302,-2.538282,manual,"{""shipment_id"": 59, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-12-26T09:37:28+00:00
374,60,2026-03-31T20:32:26+00:00,created,Hub 06,45.521182,2.173414,tms,"{""shipment_id"": 60, ""status"": ""created"", ""source_quality"": ""medium""}",2026-03-31T20:37:26+00:00
375,60,2026-03-31T21:56:08+00:00,picked_up,Hub 12,47.000388,-4.254658,tms,"{""shipment_id"": 60, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2026-03-31T22:05:08+00:00
376,60,2026-03-31T21:44:50+00:00,departed_warehouse,Hub 05,41.375012,13.379455,carrier_api,"{""shipment_id"": 60, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2026-03-31T21:53:50+00:00
377,60,2026-04-01T00:58:32+00:00,in_transit,Hub 06,46.90069,0.100141,carrier_api,"{""shipment_id"": 60, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2026-04-01T01:03:32+00:00
378,60,2026-04-01T01:18:14+00:00,arrived_hub,Hub 13,50.920648,7.602431,tms,"{""shipment_id"": 60, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2026-04-01T01:26:14+00:00
379,60,2026-04-01T02:49:56+00:00,out_for_delivery,Rotterdam,40.78451,-5.744841,tms,"{""shipment_id"": 60, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2026-04-01T02:52:56+00:00
380,60,2026-04-01T03:00:38+00:00,delivered,Rotterdam,40.498075,-1.943371,tms,"{""shipment_id"": 60, ""status"": ""delivered"", ""source_quality"": ""medium""}",2026-04-01T03:03:38+00:00
381,61,2025-11-20T01:07:22+00:00,created,Hub 18,36.845957,-4.476923,manual,"{""shipment_id"": 61, ""status"": ""created"", ""source_quality"": ""low""}",2025-11-20T01:10:22+00:00
382,61,2025-11-20T02:55:34+00:00,picked_up,Hub 07,44.805671,-2.04398,tms,"{""shipment_id"": 61, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-11-20T03:04:34+00:00
383,61,2025-11-20T06:51:46+00:00,departed_warehouse,Hub 22,39.197118,3.93765,iot_gateway,"{""shipment_id"": 61, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-11-20T06:54:46+00:00
384,61,2025-11-20T08:07:58+00:00,in_transit,Hub 24,39.962936,4.561235,tms,"{""shipment_id"": 61, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-11-20T08:11:58+00:00
385,61,2025-11-20T11:16:10+00:00,arrived_hub,Hub 19,41.580942,9.594475,manual,"{""shipment_id"": 61, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-11-20T11:20:10+00:00
386,61,2025-11-20T13:29:22+00:00,out_for_delivery,Porto,39.599076,-8.858253,iot_gateway,"{""shipment_id"": 61, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-11-20T13:30:22+00:00
387,61,2025-11-20T16:09:34+00:00,delivered,Porto,52.666523,6.147847,tms,"{""shipment_id"": 61, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-11-20T16:13:34+00:00
388,62,2025-09-17T22:36:42+00:00,created,Hub 11,51.057802,8.107892,mobile_app,"{""shipment_id"": 62, ""status"": ""created"", ""source_quality"": ""medium""}",2025-09-17T22:40:42+00:00
389,62,2025-09-21T17:24:54+00:00,cancelled,Hub 21,41.35795,-0.52445,tms,"{""shipment_id"": 62, ""status"": ""cancelled"", ""source_quality"": ""medium""}",2025-09-21T17:28:54+00:00
390,63,2026-04-03T18:43:29+00:00,created,Hub 12,45.180548,-7.412814,carrier_api,"{""shipment_id"": 63, ""status"": ""created"", ""source_quality"": ""high""}",2026-04-03T18:48:29+00:00
391,63,2026-04-03T21:32:41+00:00,picked_up,Hub 07,52.585496,-5.084611,tms,"{""shipment_id"": 63, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2026-04-03T21:33:41+00:00
392,63,2026-04-03T22:25:53+00:00,departed_warehouse,Hub 14,50.904026,-3.282919,carrier_api,"{""shipment_id"": 63, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2026-04-03T22:29:53+00:00
393,63,2026-04-04T02:27:05+00:00,in_transit,Hub 22,51.024891,-2.085657,manual,"{""shipment_id"": 63, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2026-04-04T02:31:05+00:00
